Si No,Volume ,V/ C Ratio,Speed
3188,2722,0.99,50.83
3189,2726,0.99,50.84
3190,2730,0.99,50.85
3191,2734,0.99,50.86
3192,2738,1.00,50.87
3193,2742,1.00,50.88
3194,2746,1.00,50.89
3195,2750,1.00,50.90
3196,2751,1.00,50.91
3197,2752,1.00,50.92
3198,2753,1.00,50.93
3199,2754,1.00,50.94
3200,2755,1.00,50.95
3201,2756,1.00,50.96
3202,2757,1.00,50.97
3203,2758,1.00,50.98
3204,2759,1.00,50.99
3205,1736,0.87,51.00
3206,1740,0.87,51.01
3207,1743,0.87,51.02
3208,1746,0.87,51.03
3209,1749,0.87,51.04
3210,1752,0.88,51.05
3211,1755,0.88,51.06
3212,1758,0.88,51.07
3213,1761,0.88,51.08
3214,1764,0.88,51.09
3215,1767,0.88,51.10
3216,1770,0.89,51.11
3217,1773,0.89,51.12
3218,1776,0.89,51.13
3219,1779,0.89,51.14
3220,1782,0.89,51.15
3221,1785,0.89,51.16
3222,1788,0.89,51.17
3223,1791,0.90,51.18
3224,1794,0.90,51.19
3225,1797,0.90,51.20
3226,1800,0.90,51.21
3227,1803,0.90,51.22
3228,1806,0.90,51.23
3229,1809,0.90,51.24
3230,1812,0.91,51.25
3231,1815,0.91,51.26
3232,1818,0.91,51.27
3233,1821,0.91,51.28
3234,1824,0.91,51.29
3235,1827,0.91,51.30
3236,1830,0.92,51.31
3237,1833,0.92,51.32
3238,1836,0.92,51.33
3239,1839,0.92,51.34
3240,1842,0.92,51.35
3241,1845,0.92,51.36
3242,1848,0.92,51.37
3243,1851,0.93,51.38
3244,1854,0.93,51.39
3245,1857,0.93,51.40
3246,1860,0.93,51.41
3247,1863,0.93,51.42
3248,1866,0.93,51.43
3249,1869,0.93,51.44
3250,1872,0.94,51.45
3251,1875,0.94,51.46
3252,1878,0.94,51.47
3253,1881,0.94,51.48
3254,1884,0.94,51.49
3255,1887,0.94,51.50
3256,1890,0.95,51.51
3257,1893,0.95,51.52
3258,1896,0.95,51.53
3259,1899,0.95,51.54
3260,1902,0.95,51.55
3261,1905,0.95,51.56
3262,1908,0.95,51.57
3263,1911,0.96,51.58
3264,1914,0.96,51.59
3265,1917,0.96,51.60
3266,1920,0.96,51.61
3267,1923,0.96,51.62
3268,1926,0.96,51.63
3269,1929,0.96,51.64
3270,1932,0.97,51.65
3271,1935,0.97,51.66
3272,1938,0.97,51.67
3273,1941,0.97,51.68
3274,1944,0.97,51.69
3275,1947,0.97,51.70
3276,1950,0.98,51.71
3277,1953,0.98,51.72
3278,1956,0.98,51.73
3279,1959,0.98,51.74
3280,1962,0.98,51.75
3281,1965,0.98,51.76
3282,1968,0.98,51.77
3283,1971,0.99,51.78
3284,1974,0.99,51.79
3285,1977,0.99,51.80
3286,1980,0.99,51.81
3287,1983,0.99,51.82
3288,1986,0.99,51.83
3289,1989,0.99,51.84
3290,1992,1.00,51.85
3291,1993,1.00,51.86
3292,1994,1.00,51.87
3293,1995,1.00,51.88
3294,1996,1.00,51.89
3295,1997,1.00,51.90
3296,1998,1.00,51.91
3297,1999,1.00,51.92
3298,2000,1.00,51.93
3299,2001,1.00,51.94
3300,2002,1.00,51.95
3301,2003,1.00,51.96
3302,2004,1.00,51.97
3303,2005,1.00,51.98
3304,2006,1.00,51.99
3305,1300,0.87,52.00
3306,1302,0.87,52.01
3307,1304,0.87,52.02
3308,1306,0.87,52.03
3309,1308,0.87,52.04
3310,1310,0.87,52.05
3311,1312,0.87,52.06
3312,1314,0.88,52.07
3313,1316,0.88,52.08
3314,1318,0.88,52.09
3315,1320,0.88,52.10
3316,1322,0.88,52.11
3317,1324,0.88,52.12
3318,1326,0.88,52.13
3319,1328,0.89,52.14
3320,1330,0.89,52.15
3321,1332,0.89,52.16
3322,1334,0.89,52.17
3323,1336,0.89,52.18
3324,1338,0.89,52.19
3325,1340,0.89,52.20
3326,1342,0.89,52.21
3327,1344,0.90,52.22
3328,1346,0.90,52.23
3329,1348,0.90,52.24
3330,1350,0.90,52.25
3331,1352,0.90,52.26
3332,1354,0.90,52.27
3333,1356,0.90,52.28
3334,1358,0.91,52.29
3335,1360,0.91,52.30
3336,1362,0.91,52.31
3337,1364,0.91,52.32
3338,1366,0.91,52.33
3339,1368,0.91,52.34
3340,1370,0.91,52.35
3341,1372,0.91,52.36
3342,1374,0.92,52.37
3343,1376,0.92,52.38
3344,1378,0.92,52.39
3345,1380,0.92,52.40
3346,1382,0.92,52.41
3347,1384,0.92,52.42
3348,1386,0.92,52.43
3349,1388,0.93,52.44
3350,1390,0.93,52.45
3351,1392,0.93,52.46
3352,1394,0.93,52.47
3353,1396,0.93,52.48
3354,1398,0.93,52.49
3355,1400,0.93,52.50
3356,1402,0.93,52.51
3357,1404,0.94,52.52
3358,1406,0.94,52.53
3359,1408,0.94,52.54
3360,1410,0.94,52.55
3361,1412,0.94,52.56
3362,1414,0.94,52.57
3363,1416,0.94,52.58
3364,1418,0.95,52.59
3365,1420,0.95,52.60
3366,1422,0.95,52.61
3367,1424,0.95,52.62
3368,1426,0.95,52.63
3369,1428,0.95,52.64
3370,1430,0.95,52.65
3371,1432,0.95,52.66
3372,1434,0.96,52.67
3373,1436,0.96,52.68
3374,1438,0.96,52.69
3375,1440,0.96,52.70
3376,1442,0.96,52.71
3377,1444,0.96,52.72
3378,1446,0.96,52.73
3379,1448,0.97,52.74
3380,1450,0.97,52.75
3381,1452,0.97,52.76
3382,1454,0.97,52.77
3383,1456,0.97,52.78
3384,1458,0.97,52.79
3385,1460,0.97,52.80
3386,1462,0.97,52.81
3387,1464,0.98,52.82
3388,1466,0.98,52.83
3389,1468,0.98,52.84
3390,1470,0.98,52.85
3391,1472,0.98,52.86
3392,1474,0.98,52.87
3393,1476,0.98,52.88
3394,1478,0.99,52.89
3395,1480,0.99,52.90
3396,1482,0.99,52.91
3397,1484,0.99,52.92
3398,1486,0.99,52.93
3399,1488,0.99,52.94
3400,1490,0.99,52.95
3401,1492,0.99,52.96
3402,1494,1.00,52.97
3403,1496,1.00,52.98
3404,1498,1.00,52.99
3405,1170,0.87,53.00
3406,1172,0.87,53.01
3407,1174,0.87,53.02
3408,1176,0.87,53.03
3409,1178,0.87,53.04
3410,1180,0.87,53.05
3411,1182,0.88,53.06
3412,1184,0.88,53.07
3413,1186,0.88,53.08
3414,1188,0.88,53.09
3415,1190,0.88,53.10
3416,1192,0.88,53.11
3417,1194,0.88,53.12
3418,1196,0.89,53.13
3419,1198,0.89,53.14
3420,1200,0.89,53.15
3421,1202,0.89,53.16
3422,1204,0.89,53.17
3423,1206,0.89,53.18
3424,1208,0.89,53.19
3425,1210,0.90,53.20
3426,1212,0.90,53.21
3427,1214,0.90,53.22
3428,1216,0.90,53.23
3429,1218,0.90,53.24
3430,1220,0.90,53.25
3431,1222,0.91,53.26
3432,1224,0.91,53.27
3433,1226,0.91,53.28
3434,1228,0.91,53.29
3435,1230,0.91,53.30
3436,1232,0.91,53.31
3437,1234,0.91,53.32
3438,1236,0.92,53.33
3439,1238,0.92,53.34
3440,1240,0.92,53.35
3441,1242,0.92,53.36
3442,1244,0.92,53.37
3443,1246,0.92,53.38
3444,1248,0.92,53.39
3445,1250,0.93,53.40
3446,1252,0.93,53.41
3447,1254,0.93,53.42
3448,1256,0.93,53.43
3449,1258,0.93,53.44
3450,1260,0.93,53.45
3451,1262,0.93,53.46
3452,1264,0.94,53.47
3453,1266,0.94,53.48
3454,1268,0.94,53.49
3455,1270,0.94,53.50
3456,1272,0.94,53.51
3457,1274,0.94,53.52
3458,1276,0.95,53.53
3459,1278,0.95,53.54
3460,1280,0.95,53.55
3461,1282,0.95,53.56
3462,1284,0.95,53.57
3463,1286,0.95,53.58
3464,1288,0.95,53.59
3465,1290,0.96,53.60
3466,1292,0.96,53.61
3467,1294,0.96,53.62
3468,1296,0.96,53.63
3469,1298,0.96,53.64
3470,1300,0.96,53.65
3471,1302,0.96,53.66
3472,1304,0.97,53.67
3473,1306,0.97,53.68
3474,1308,0.97,53.69
3475,1310,0.97,53.70
3476,1312,0.97,53.71
3477,1314,0.97,53.72
3478,1316,0.97,53.73
3479,1318,0.98,53.74
3480,1320,0.98,53.75
3481,1322,0.98,53.76
3482,1324,0.98,53.77
3483,1326,0.98,53.78
3484,1328,0.98,53.79
3485,1330,0.99,53.80
3486,1332,0.99,53.81
3487,1334,0.99,53.82
3488,1336,0.99,53.83
3489,1338,0.99,53.84
3490,1340,0.99,53.85
3491,1341,0.99,53.86
3492,1342,0.99,53.87
3493,1343,0.99,53.88
3494,1344,1.00,53.89
3495,1345,1.00,53.90
3496,1346,1.00,53.91
3497,1347,1.00,53.92
3498,1348,1.00,53.93
3499,1349,1.00,53.94
3500,1350,1.00,53.95
3501,1351,1.00,53.96
3502,1352,1.00,53.97
3503,1353,1.00,53.98
3504,1354,1.00,53.99
3505,1040,0.87,54.00
3506,1042,0.87,54.01
3507,1044,0.87,54.02
3508,1046,0.87,54.03
3509,1048,0.87,54.04
3510,1050,0.88,54.05
3511,1052,0.88,54.06
3512,1054,0.88,54.07
3513,1056,0.88,54.08
3514,1058,0.88,54.09
3515,1060,0.88,54.10
3516,1062,0.89,54.11
3517,1064,0.89,54.12
3518,1066,0.89,54.13
3519,1068,0.89,54.14
3520,1070,0.89,54.15
3521,1072,0.89,54.16
3522,1074,0.90,54.17
3523,1076,0.90,54.18
3524,1078,0.90,54.19
3525,1080,0.90,54.20
3526,1082,0.90,54.21
3527,1084,0.90,54.22
3528,1086,0.91,54.23
3529,1088,0.91,54.24
3530,1090,0.91,54.25
3531,1092,0.91,54.26
3532,1094,0.91,54.27
3533,1096,0.91,54.28
3534,1098,0.92,54.29
3535,1100,0.92,54.30
3536,1102,0.92,54.31
3537,1104,0.92,54.32
3538,1106,0.92,54.33
3539,1108,0.92,54.34
3540,1110,0.93,54.35
3541,1112,0.93,54.36
3542,1114,0.93,54.37
3543,1116,0.93,54.38
3544,1118,0.93,54.39
3545,1120,0.93,54.40
3546,1122,0.94,54.41
3547,1124,0.94,54.42
3548,1126,0.94,54.43
3549,1128,0.94,54.44
3550,1130,0.94,54.45
3551,1132,0.94,54.46
3552,1134,0.95,54.47
3553,1136,0.95,54.48
3554,1138,0.95,54.49
3555,1140,0.95,54.50
3556,1142,0.95,54.51
3557,1144,0.95,54.52
3558,1146,0.96,54.53
3559,1148,0.96,54.54
3560,1150,0.96,54.55
3561,1152,0.96,54.56
3562,1154,0.96,54.57
3563,1156,0.96,54.58
3564,1158,0.97,54.59
3565,1160,0.97,54.60
3566,1162,0.97,54.61
3567,1164,0.97,54.62
3568,1166,0.97,54.63
3569,1168,0.97,54.64
3570,1170,0.98,54.65
3571,1172,0.98,54.66
3572,1174,0.98,54.67
3573,1176,0.98,54.68
3574,1178,0.98,54.69
3575,1180,0.98,54.70
3576,1182,0.99,54.71
3577,1184,0.99,54.72
3578,1186,0.99,54.73
3579,1188,0.99,54.74
3580,1190,0.99,54.75
3581,1192,0.99,54.76
3582,1194,1.00,54.77
3583,1196,1.00,54.78
3584,1198,1.00,54.79
3585,1200,1.00,54.80
3586,1202,1.00,54.81
3587,1044,0.87,54.82
3588,1054,0.88,54.83
3589,1064,0.89,54.84
3590,1074,0.90,54.85
3591,1084,0.90,54.86
3592,1094,0.91,54.87
3593,1104,0.92,54.88
3594,1114,0.93,54.89
3595,1124,0.94,54.90
3596,1134,0.95,54.91
3597,1144,0.95,54.92
3598,1154,0.96,54.93
3599,1164,0.97,54.94
3600,1174,0.98,54.95
3601,1184,0.99,54.96
3602,1194,1.00,54.97
3603,1204,1.00,54.98
3604,1205,1.00,54.99
3605,870,0.87,55.00
3606,871,0.87,55.01
3607,872,0.87,55.02
3608,873,0.87,55.03
3609,874,0.87,55.04
3610,875,0.88,55.05
3611,876,0.88,55.06
3612,877,0.88,55.07
3613,878,0.88,55.08
3614,879,0.88,55.09
3615,880,0.88,55.10
3616,881,0.88,55.11
3617,882,0.88,55.12
3618,883,0.88,55.13
3619,884,0.88,55.14
3620,885,0.89,55.15
3621,886,0.89,55.16
3622,887,0.89,55.17
3623,888,0.89,55.18
3624,889,0.89,55.19
3625,890,0.89,55.20
3626,891,0.89,55.21
3627,892,0.89,55.22
3628,893,0.89,55.23
3629,894,0.89,55.24
3630,895,0.90,55.25
3631,896,0.90,55.26
3632,897,0.90,55.27
3633,898,0.90,55.28
3634,899,0.90,55.29
3635,900,0.90,55.30
3636,901,0.90,55.31
3637,902,0.90,55.32
3638,903,0.90,55.33
3639,904,0.90,55.34
3640,905,0.91,55.35
3641,906,0.91,55.36
3642,907,0.91,55.37
3643,908,0.91,55.38
3644,909,0.91,55.39
3645,910,0.91,55.40
3646,911,0.91,55.41
3647,912,0.91,55.42
3648,913,0.91,55.43
3649,914,0.91,55.44
3650,915,0.92,55.45
3651,916,0.92,55.46
3652,917,0.92,55.47
3653,918,0.92,55.48
3654,919,0.92,55.49
3655,920,0.92,55.50
3656,921,0.92,55.51
3657,922,0.92,55.52
3658,923,0.92,55.53
3659,924,0.92,55.54
3660,925,0.93,55.55
3661,926,0.93,55.56
3662,927,0.93,55.57
3663,928,0.93,55.58
3664,929,0.93,55.59
3665,930,0.93,55.60
3666,931,0.93,55.61
3667,932,0.93,55.62
3668,933,0.93,55.63
3669,934,0.93,55.64
3670,935,0.94,55.65
3671,936,0.94,55.66
3672,937,0.94,55.67
3673,938,0.94,55.68
3674,939,0.94,55.69
3675,940,0.94,55.70
3676,941,0.94,55.71
3677,942,0.94,55.72
3678,943,0.94,55.73
3679,944,0.94,55.74
3680,945,0.95,55.75
3681,946,0.95,55.76
3682,947,0.95,55.77
3683,948,0.95,55.78
3684,949,0.95,55.79
3685,950,0.95,55.80
3686,951,0.95,55.81
3687,952,0.95,55.82
3688,953,0.95,55.83
3689,954,0.95,55.84
3690,955,0.96,55.85
3691,956,0.96,55.86
3692,957,0.96,55.87
3693,958,0.96,55.88
3694,959,0.96,55.89
3695,960,0.96,55.90
3696,965,0.97,55.91
3697,970,0.97,55.92
3698,975,0.98,55.93
3699,980,0.98,55.94
3700,985,0.99,55.95
3701,990,0.99,55.96
3702,995,1.00,55.97
3703,1000,1.00,55.98
3704,1001,1.00,55.99
3705,3040,0.87,56.00
3706,3045,0.87,56.01
3707,3050,0.87,56.02
3708,3055,0.87,56.03
3709,3060,0.87,56.04
3710,3065,0.88,56.05
3711,3070,0.88,56.06
3712,3075,0.88,56.07
3713,3080,0.88,56.08
3714,3085,0.88,56.09
3715,3090,0.88,56.10
3716,3095,0.88,56.11
3717,3100,0.89,56.12
3718,3105,0.89,56.13
3719,3110,0.89,56.14
3720,3115,0.89,56.15
3721,3120,0.89,56.16
3722,3125,0.89,56.17
3723,3130,0.89,56.18
3724,3135,0.90,56.19
3725,3140,0.90,56.20
3726,3145,0.90,56.21
3727,3150,0.90,56.22
3728,3155,0.90,56.23
3729,3160,0.90,56.24
3730,3165,0.90,56.25
3731,3170,0.91,56.26
3732,3175,0.91,56.27
3733,3180,0.91,56.28
3734,3185,0.91,56.29
3735,3190,0.91,56.30
3736,3195,0.91,56.31
3737,3200,0.91,56.32
3738,3205,0.92,56.33
3739,3210,0.92,56.34
3740,3215,0.92,56.35
3741,3220,0.92,56.36
3742,3225,0.92,56.37
3743,3230,0.92,56.38
3744,3235,0.92,56.39
3745,3240,0.93,56.40
3746,3245,0.93,56.41
3747,3250,0.93,56.42
3748,3255,0.93,56.43
3749,3260,0.93,56.44
3750,3265,0.93,56.45
3751,3270,0.93,56.46
3752,3275,0.94,56.47
3753,3280,0.94,56.48
3754,3285,0.94,56.49
3755,3290,0.94,56.50
3756,3295,0.94,56.51
3757,3300,0.94,56.52
3758,3305,0.94,56.53
3759,3310,0.95,56.54
3760,3315,0.95,56.55
3761,3320,0.95,56.56
3762,3325,0.95,56.57
3763,3330,0.95,56.58
3764,3335,0.95,56.59
3765,3340,0.95,56.60
3766,3345,0.96,56.61
3767,3350,0.96,56.62
3768,3355,0.96,56.63
3769,3360,0.96,56.64
3770,3365,0.96,56.65
3771,3370,0.96,56.66
3772,3375,0.96,56.67
3773,3380,0.97,56.68
3774,3385,0.97,56.69
3775,3390,0.97,56.70
3776,3395,0.97,56.71
3777,3400,0.97,56.72
3778,3405,0.97,56.73
3779,3410,0.97,56.74
3780,3415,0.98,56.75
3781,3420,0.98,56.76
3782,3425,0.98,56.77
3783,3430,0.98,56.78
3784,3435,0.98,56.79
3785,3440,0.98,56.80
3786,3445,0.98,56.81
3787,3450,0.99,56.82
3788,3455,0.99,56.83
3789,3460,0.99,56.84
3790,3463,0.99,56.85
3791,3466,0.99,56.86
3792,3469,0.99,56.87
3793,3472,0.99,56.88
3794,3475,0.99,56.89
3795,3478,0.99,56.90
3796,3481,0.99,56.91
3797,3484,1.00,56.92
3798,3487,1.00,56.93
3799,3490,1.00,56.94
3800,3493,1.00,56.95
3801,3496,1.00,56.96
3802,3499,1.00,56.97
3803,3502,1.00,56.98
3804,3505,1.00,56.99
3805,2825,0.87,57.00
3806,2828,0.87,57.01
3807,2831,0.87,57.02
3808,2834,0.87,57.03
3809,2837,0.87,57.04
3810,2840,0.87,57.05
3811,2843,0.87,57.06
3812,2846,0.88,57.07
3813,2849,0.88,57.08
3814,2852,0.88,57.09
3815,2855,0.88,57.10
3816,2858,0.88,57.11
3817,2861,0.88,57.12
3818,2864,0.88,57.13
3819,2867,0.88,57.14
3820,2870,0.88,57.15
3821,2873,0.88,57.16
3822,2876,0.88,57.17
3823,2879,0.89,57.18
3824,2882,0.89,57.19
3825,2885,0.89,57.20
3826,2888,0.89,57.21
3827,2891,0.89,57.22
3828,2894,0.89,57.23
3829,2897,0.89,57.24
3830,2900,0.89,57.25
3831,2903,0.89,57.26
3832,2906,0.89,57.27
3833,2909,0.90,57.28
3834,2912,0.90,57.29
3835,2915,0.90,57.30
3836,2918,0.90,57.31
3837,2921,0.90,57.32
3838,2924,0.90,57.33
3839,2927,0.90,57.34
3840,2930,0.90,57.35
3841,2933,0.90,57.36
3842,2936,0.90,57.37
3843,2939,0.90,57.38
3844,2942,0.91,57.39
3845,2945,0.91,57.40
3846,2948,0.91,57.41
3847,2951,0.91,57.42
3848,2954,0.91,57.43
3849,2957,0.91,57.44
3850,2960,0.91,57.45
3851,2963,0.91,57.46
3852,2966,0.91,57.47
3853,2969,0.91,57.48
3854,2972,0.91,57.49
3855,2975,0.92,57.50
3856,2978,0.92,57.51
3857,2981,0.92,57.52
3858,2984,0.92,57.53
3859,2987,0.92,57.54
3860,2990,0.92,57.55
3861,2993,0.92,57.56
3862,2996,0.92,57.57
3863,2999,0.92,57.58
3864,3002,0.92,57.59
3865,3005,0.92,57.60
3866,3008,0.93,57.61
3867,3011,0.93,57.62
3868,3014,0.93,57.63
3869,3017,0.93,57.64
3870,3020,0.93,57.65
3871,3023,0.93,57.66
3872,3026,0.93,57.67
3873,3029,0.93,57.68
3874,3032,0.93,57.69
3875,3035,0.93,57.70
3876,3038,0.93,57.71
3877,3041,0.94,57.72
3878,3044,0.94,57.73
3879,3047,0.94,57.74
3880,3050,0.94,57.75
3881,3053,0.94,57.76
3882,3056,0.94,57.77
3883,3059,0.94,57.78
3884,3062,0.94,57.79
3885,3065,0.94,57.80
3886,3068,0.94,57.81
3887,3071,0.94,57.82
3888,3074,0.95,57.83
3889,3077,0.95,57.84
3890,3080,0.95,57.85
3891,3090,0.95,57.86
3892,3100,0.95,57.87
3893,3110,0.96,57.88
3894,3120,0.96,57.89
3895,3130,0.96,57.90
3896,3140,0.97,57.91
3897,3150,0.97,57.92
3898,3160,0.97,57.93
3899,3170,0.98,57.94
3900,3180,0.98,57.95
3901,3190,0.98,57.96
3902,3200,0.98,57.97
3903,3210,0.99,57.98
3904,3250,1.00,57.99
3905,2606,0.87,58.00
3906,2610,0.87,58.01
3907,2614,0.87,58.02
3908,2618,0.87,58.03
3909,2622,0.87,58.04
3910,2626,0.88,58.05
3911,2630,0.88,58.06
3912,2634,0.88,58.07
3913,2638,0.88,58.08
3914,2642,0.88,58.09
3915,2646,0.88,58.10
3916,2650,0.88,58.11
3917,2654,0.88,58.12
3918,2658,0.89,58.13
3919,2662,0.89,58.14
3920,2666,0.89,58.15
3921,2670,0.89,58.16
3922,2674,0.89,58.17
3923,2678,0.89,58.18
3924,2682,0.89,58.19
3925,2686,0.90,58.20
3926,2690,0.90,58.21
3927,2694,0.90,58.22
3928,2698,0.90,58.23
3929,2702,0.90,58.24
3930,2706,0.90,58.25
3931,2710,0.90,58.26
3932,2714,0.90,58.27
3933,2718,0.91,58.28
3934,2722,0.91,58.29
3935,2726,0.91,58.30
3936,2730,0.91,58.31
3937,2734,0.91,58.32
3938,2738,0.91,58.33
3939,2742,0.91,58.34
3940,2746,0.92,58.35
3941,2750,0.92,58.36
3942,2754,0.92,58.37
3943,2758,0.92,58.38
3944,2762,0.92,58.39
3945,2766,0.92,58.40
3946,2770,0.92,58.41
3947,2774,0.92,58.42
3948,2778,0.93,58.43
3949,2782,0.93,58.44
3950,2786,0.93,58.45
3951,2790,0.93,58.46
3952,2794,0.93,58.47
3953,2798,0.93,58.48
3954,2802,0.93,58.49
3955,2806,0.94,58.50
3956,2810,0.94,58.51
3957,2814,0.94,58.52
3958,2818,0.94,58.53
3959,2822,0.94,58.54
3960,2826,0.94,58.55
3961,2830,0.94,58.56
3962,2834,0.94,58.57
3963,2838,0.95,58.58
3964,2842,0.95,58.59
3965,2846,0.95,58.60
3966,2850,0.95,58.61
3967,2854,0.95,58.62
3968,2858,0.95,58.63
3969,2862,0.95,58.64
3970,2866,0.96,58.65
3971,2870,0.96,58.66
3972,2874,0.96,58.67
3973,2878,0.96,58.68
3974,2882,0.96,58.69
3975,2886,0.96,58.70
3976,2890,0.96,58.71
3977,2894,0.96,58.72
3978,2898,0.97,58.73
3979,2902,0.97,58.74
3980,2906,0.97,58.75
3981,2910,0.97,58.76
3982,2914,0.97,58.77
3983,2918,0.97,58.78
3984,2922,0.97,58.79
3985,2926,0.98,58.80
3986,2930,0.98,58.81
3987,2934,0.98,58.82
3988,2938,0.98,58.83
3989,2942,0.98,58.84
3990,2946,0.98,58.85
3991,2950,0.98,58.86
3992,2954,0.98,58.87
3993,2958,0.99,58.88
3994,2962,0.99,58.89
3995,2966,0.99,58.90
3996,2970,0.99,58.91
3997,2974,0.99,58.92
3998,2978,0.99,58.93
3999,2982,0.99,58.94
4000,2986,1.00,58.95
4001,2990,1.00,58.96
4002,2994,1.00,58.97
4003,2998,1.00,58.98
4004,3002,1.00,58.99
4005,2515,0.87,59.00
4006,2520,0.87,59.01
4007,2524,0.87,59.02
4008,2528,0.87,59.03
4009,2532,0.87,59.04
4010,2536,0.87,59.05
4011,2540,0.88,59.06
4012,2544,0.88,59.07
4013,2548,0.88,59.08
4014,2552,0.88,59.09
4015,2556,0.88,59.10
4016,2560,0.88,59.11
4017,2564,0.88,59.12
4018,2568,0.89,59.13
4019,2572,0.89,59.14
4020,2576,0.89,59.15
4021,2580,0.89,59.16
4022,2584,0.89,59.17
4023,2588,0.89,59.18
4024,2592,0.89,59.19
4025,2596,0.90,59.20
4026,2600,0.90,59.21
4027,2604,0.90,59.22
4028,2608,0.90,59.23
4029,2612,0.90,59.24
4030,2616,0.90,59.25
4031,2620,0.90,59.26
4032,2624,0.90,59.27
4033,2628,0.91,59.28
4034,2632,0.91,59.29
4035,2636,0.91,59.30
4036,2640,0.91,59.31
4037,2644,0.91,59.32
4038,2648,0.91,59.33
4039,2652,0.91,59.34
4040,2656,0.92,59.35
4041,2660,0.92,59.36
4042,2664,0.92,59.37
4043,2668,0.92,59.38
4044,2672,0.92,59.39
4045,2676,0.92,59.40
4046,2680,0.92,59.41
4047,2684,0.93,59.42
4048,2688,0.93,59.43
4049,2692,0.93,59.44
4050,2696,0.93,59.45
4051,2700,0.93,59.46
4052,2704,0.93,59.47
4053,2708,0.93,59.48
4054,2712,0.94,59.49
4055,2716,0.94,59.50
4056,2720,0.94,59.51
4057,2724,0.94,59.52
4058,2728,0.94,59.53
4059,2732,0.94,59.54
4060,2736,0.94,59.55
4061,2740,0.94,59.56
4062,2744,0.95,59.57
4063,2748,0.95,59.58
4064,2752,0.95,59.59
4065,2756,0.95,59.60
4066,2760,0.95,59.61
4067,2764,0.95,59.62
4068,2768,0.95,59.63
4069,2772,0.96,59.64
4070,2776,0.96,59.65
4071,2780,0.96,59.66
4072,2784,0.96,59.67
4073,2788,0.96,59.68
4074,2792,0.96,59.69
4075,2796,0.96,59.70
4076,2800,0.97,59.71
4077,2804,0.97,59.72
4078,2808,0.97,59.73
4079,2812,0.97,59.74
4080,2816,0.97,59.75
4081,2820,0.97,59.76
4082,2824,0.97,59.77
4083,2828,0.98,59.78
4084,2832,0.98,59.79
4085,2836,0.98,59.80
4086,2840,0.98,59.81
4087,2844,0.98,59.82
4088,2848,0.98,59.83
4089,2852,0.98,59.84
4090,2856,0.98,59.85
4091,2860,0.99,59.86
4092,2864,0.99,59.87
4093,2868,0.99,59.88
4094,2872,0.99,59.89
4095,2876,0.99,59.90
4096,2880,0.99,59.91
4097,2884,0.99,59.92
4098,2888,1.00,59.93
4099,2892,1.00,59.94
4100,2896,1.00,59.95
4101,2900,1.00,59.96
4102,2904,1.00,59.97
4103,2908,1.00,59.98
4104,2912,1.00,59.99
4105,2913,1.00,60.00
4106,2750,1.00,49.90
4107,2752,1.00,49.87
4108,2754,1.00,49.84
4109,2756,1.00,49.81
4110,2758,1.00,49.78
4111,2760,1.00,49.75
4112,2762,1.00,49.72
4113,2764,1.01,49.69
4114,2766,1.01,49.66
4115,2768,1.01,49.63
4116,2770,1.01,49.60
4117,2772,1.01,49.57
4118,2774,1.01,49.54
4119,2776,1.01,49.51
4120,2778,1.01,49.48
4121,2780,1.01,49.45
4122,2782,1.01,49.42
4123,2784,1.01,49.39
4124,2786,1.01,49.36
4125,2788,1.01,49.33
4126,2790,1.01,49.30
4127,2792,1.02,49.27
4128,2794,1.02,49.24
4129,2796,1.02,49.21
4130,2798,1.02,49.18
4131,2800,1.02,49.15
4132,2802,1.02,49.12
4133,2804,1.02,49.09
4134,2806,1.02,49.06
4135,2808,1.02,49.03
4136,2810,1.02,49.00
4137,2812,1.02,48.97
4138,2814,1.02,48.94
4139,2816,1.02,48.91
4140,2818,1.02,48.88
4141,2820,1.03,48.85
4142,2822,1.03,48.82
4143,2824,1.03,48.79
4144,2826,1.03,48.76
4145,2828,1.03,48.73
4146,2830,1.03,48.70
4147,2832,1.03,48.67
4148,2834,1.03,48.64
4149,2836,1.03,48.61
4150,2838,1.03,48.58
4151,2840,1.03,48.55
4152,2842,1.03,48.52
4153,2844,1.03,48.49
4154,2846,1.03,48.46
4155,2848,1.04,48.43
4156,2850,1.04,48.40
4157,2852,1.04,48.37
4158,2854,1.04,48.34
4159,2856,1.04,48.31
4160,2858,1.04,48.28
4161,2860,1.04,48.25
4162,2862,1.04,48.22
4163,2864,1.04,48.19
4164,2866,1.04,48.16
4165,2868,1.04,48.13
4166,2870,1.04,48.10
4167,2872,1.04,48.07
4168,2874,1.05,48.04
4169,2876,1.05,48.01
4170,2878,1.05,47.98
4171,2880,1.05,47.95
4172,2882,1.05,47.92
4173,2884,1.05,47.89
4174,2886,1.05,47.86
4175,2888,1.05,47.83
4176,2890,1.05,47.80
4177,2892,1.05,47.77
4178,2894,1.05,47.74
4179,2896,1.05,47.71
4180,2898,1.05,47.68
4181,2900,1.05,47.65
4182,2902,1.06,47.62
4183,2904,1.06,47.59
4184,2906,1.06,47.56
4185,2908,1.06,47.53
4186,2910,1.06,47.50
4187,2912,1.06,47.47
4188,2914,1.06,47.44
4189,2916,1.06,47.41
4190,2918,1.06,47.38
4191,2920,1.06,47.35
4192,2922,1.06,47.32
